website,code,name,category
https://quote.eastmoney.com/unify/r/0.002466,2466,天齐锂业,能源金属
https://quote.eastmoney.com/unify/r/0.000598,598,兴蓉环境,公用事业
https://quote.eastmoney.com/unify/r/1.601838,601838,成都银行,银行
https://quote.eastmoney.com/unify/r/0.002312,2312,川发龙蟒,化肥行业
https://quote.eastmoney.com/unify/r/0.300841,300841,康华生物,生物制品
https://quote.eastmoney.com/unify/r/1.600603,600603,广汇物流,物流行业
https://quote.eastmoney.com/unify/r/0.000876,876,新 希 望,农牧饲渔
https://quote.eastmoney.com/unify/r/1.601208,601208,东材科技,塑料制品
https://quote.eastmoney.com/unify/r/0.000568,568,泸州老窖,酿酒行业
https://quote.eastmoney.com/unify/r/0.000155,155,川能动力,电力行业
https://quote.eastmoney.com/unify/r/1.600039,600039,四川路桥,工程建设
https://quote.eastmoney.com/unify/r/0.000858,858,五 粮 液,酿酒行业
https://quote.eastmoney.com/unify/r/0.002697,2697,红旗连锁,商业百货
https://quote.eastmoney.com/unify/r/1.688709,688709,成都华微,半导体
https://quote.eastmoney.com/unify/r/0.000688,688,国城矿业,有色金属
https://quote.eastmoney.com/unify/r/0.002497,2497,雅化集团,化学制品
https://quote.eastmoney.com/unify/r/0.301050,301050,雷电微力,半导体
https://quote.eastmoney.com/unify/r/1.600793,600793,宜宾纸业,造纸印刷
https://quote.eastmoney.com/unify/r/1.688302,688302,海创药业...,生物制品
https://quote.eastmoney.com/unify/r/1.688283,688283,坤恒顺维,专用设备
https://quote.eastmoney.com/unify/r/0.300425,300425,中建环能,环保行业
https://quote.eastmoney.com/unify/r/1.603477,603477,巨星农牧,农牧饲渔
https://quote.eastmoney.com/unify/r/1.688222,688222,成都先导,医疗服务
https://quote.eastmoney.com/unify/r/1.600391,600391,航发科技,航天航空
https://quote.eastmoney.com/unify/r/0.002539,2539,云图控股,化肥行业
https://quote.eastmoney.com/unify/r/0.002749,2749,国光股份,农药兽药
https://quote.eastmoney.com/unify/r/1.603053,603053,成都燃气,燃气
https://quote.eastmoney.com/unify/r/0.000593,593,德龙汇能,燃气
https://quote.eastmoney.com/unify/r/0.300937,300937,药易购,医药商业
https://quote.eastmoney.com/unify/r/0.301239,301239,普瑞眼科,医疗服务
https://quote.eastmoney.com/unify/r/0.002190,2190,成飞集成,汽车零部件
https://quote.eastmoney.com/unify/r/0.300987,300987,川网传媒,文化传媒
https://quote.eastmoney.com/unify/r/1.600331,600331,宏达股份,有色金属
https://quote.eastmoney.com/unify/r/0.300535,300535,达威股份,化学制品
https://quote.eastmoney.com/unify/r/0.002951,2951,*ST金时,包装材料
https://quote.eastmoney.com/unify/r/0.300463,300463,迈克生物,医疗器械
https://quote.eastmoney.com/unify/r/0.002798,2798,帝欧家居,装修建材
https://quote.eastmoney.com/unify/r/0.002259,2259,ST升达,燃气
https://quote.eastmoney.com/unify/r/1.600779,600779,水井坊,酿酒行业
https://quote.eastmoney.com/unify/r/0.000586,586,汇源通信,通信设备
https://quote.eastmoney.com/unify/r/1.688528,688528,秦川物联,仪器仪表
https://quote.eastmoney.com/unify/r/1.688776,688776,国光电气,电子元件
https://quote.eastmoney.com/unify/r/1.688070,688070,纵横股份,航天航空
https://quote.eastmoney.com/unify/r/0.002480,2480,新筑股份,通用设备
https://quote.eastmoney.com/unify/r/0.002978,2978,安宁股份,有色金属
https://quote.eastmoney.com/unify/r/1.603333,603333,尚纬股份,电网设备
https://quote.eastmoney.com/unify/r/0.300504,300504,天邑股份,通信设备
https://quote.eastmoney.com/unify/r/1.688319,688319,欧林生物,生物制品
https://quote.eastmoney.com/unify/r/0.836675,836675,秉扬科技,未知
https://quote.eastmoney.com/unify/r/0.836260,836260,中寰股份,未知
https://quote.eastmoney.com/unify/r/0.833943,833943,优机股份,未知
https://quote.eastmoney.com/unify/r/0.832566,832566,梓橦宫,未知
https://quote.eastmoney.com/unify/r/0.301336,301336,趣睡科技,家用轻工
https://quote.eastmoney.com/unify/r/1.603759,603759,海天股份,公用事业
https://quote.eastmoney.com/unify/r/0.000935,935,四川双马,水泥建材
https://quote.eastmoney.com/unify/r/0.301256,301256,华融化学,化学原料
https://quote.eastmoney.com/unify/r/0.002630,2630,华西能源,电源设备
https://quote.eastmoney.com/unify/r/1.688737,688737,中自科技,化学制品
https://quote.eastmoney.com/unify/r/0.002651,2651,利君股份,专用设备
https://quote.eastmoney.com/unify/r/0.430425,430425,乐创技术,未知
https://quote.eastmoney.com/unify/r/0.833781,833781,瑞奇智造,未知
https://quote.eastmoney.com/unify/r/0.300022,300022,吉峰科技,工程机械
https://quote.eastmoney.com/unify/r/0.300470,300470,中密控股,通用设备
https://quote.eastmoney.com/unify/r/0.300432,300432,富临精工,汽车零部件
https://quote.eastmoney.com/unify/r/1.600137,600137,浪莎股份,纺织服装
https://quote.eastmoney.com/unify/r/0.870199,870199,倍益康,未知
https://quote.eastmoney.com/unify/r/1.600558,600558,大西洋,通用设备
https://quote.eastmoney.com/unify/r/0.000509,509,华塑控股,光学光电子
https://quote.eastmoney.com/unify/r/0.301286,301286,侨源股份,化学原料
https://quote.eastmoney.com/unify/r/0.300440,300440,运达科技,互联网服务
https://quote.eastmoney.com/unify/r/0.301515,301515,港通医疗,医疗器械
https://quote.eastmoney.com/unify/r/0.300865,300865,大宏立,专用设备
https://quote.eastmoney.com/unify/r/0.300733,300733,西菱动力,汽车零部件
https://quote.eastmoney.com/unify/r/0.300789,300789,唐源电气,软件开发
https://quote.eastmoney.com/unify/r/0.301213,301213,观想科技,软件开发
https://quote.eastmoney.com/unify/r/0.000731,731,四川美丰,化肥行业
https://quote.eastmoney.com/unify/r/0.002386,2386,天原股份,化学原料
https://quote.eastmoney.com/unify/r/0.002946,2946,新乳业,食品饮料
https://quote.eastmoney.com/unify/r/0.003023,3023,彩虹集团,家电行业
https://quote.eastmoney.com/unify/r/0.300547,300547,川环科技,橡胶制品
https://quote.eastmoney.com/unify/r/0.000803,803,山高环能,综合行业
https://quote.eastmoney.com/unify/r/0.000790,790,华神科技,中药
https://quote.eastmoney.com/unify/r/0.000510,510,新金路,化学原料
https://quote.eastmoney.com/unify/r/0.300434,300434,金石亚药,化学制药
https://quote.eastmoney.com/unify/r/1.600880,600880,博瑞传播,教育
https://quote.eastmoney.com/unify/r/0.300414,300414,中光防雷,通信设备
https://quote.eastmoney.com/unify/r/0.002258,2258,利尔化学,农药兽药
https://quote.eastmoney.com/unify/r/0.301596,301596,瑞迪智驱,通用设备
https://quote.eastmoney.com/unify/r/1.688553,688553,汇宇制药...,化学制药
https://quote.eastmoney.com/unify/r/0.836239,836239,长虹能源,未知
https://quote.eastmoney.com/unify/r/0.002628,2628,成都路桥,工程建设
https://quote.eastmoney.com/unify/r/0.000912,912,泸天化,化肥行业
https://quote.eastmoney.com/unify/r/0.300471,300471,厚普股份,专用设备
https://quote.eastmoney.com/unify/r/0.833230,833230,欧康医药,未知
https://quote.eastmoney.com/unify/r/1.688513,688513,苑东生物,化学制药
https://quote.eastmoney.com/unify/r/1.688696,688696,极米科技,家电行业
https://quote.eastmoney.com/unify/r/1.603317,603317,天味食品,食品饮料
https://quote.eastmoney.com/unify/r/0.000558,558,莱茵体育,旅游酒店
https://quote.eastmoney.com/unify/r/0.000710,710,贝瑞基因,医疗器械
https://quote.eastmoney.com/unify/r/0.300540,300540,蜀道装备,专用设备
https://quote.eastmoney.com/unify/r/0.002272,2272,川润股份,工程机械
https://quote.eastmoney.com/unify/r/0.000810,810,创维数字,通信设备
https://quote.eastmoney.com/unify/r/0.002357,2357,富临运业,铁路公路
https://quote.eastmoney.com/unify/r/0.300101,300101,振芯科技,通信设备
https://quote.eastmoney.com/unify/r/0.300820,300820,英杰电气,电源设备
https://quote.eastmoney.com/unify/r/0.300249,300249,依米康,软件开发
https://quote.eastmoney.com/unify/r/1.688053,688053,思科瑞,电子元件
https://quote.eastmoney.com/unify/r/0.300559,300559,佳发教育,软件开发
https://quote.eastmoney.com/unify/r/0.300019,300019,硅宝科技,化学制品
https://quote.eastmoney.com/unify/r/1.600378,600378,昊华科技,化学制品
https://quote.eastmoney.com/unify/r/1.601811,601811,新华文轩,文化传媒
https://quote.eastmoney.com/unify/r/1.688636,688636,智明达,互联网服务
https://quote.eastmoney.com/unify/r/1.603027,603027,千禾味业,食品饮料
https://quote.eastmoney.com/unify/r/0.301117,301117,佳缘科技,软件开发
https://quote.eastmoney.com/unify/r/0.300366,300366,创意信息,软件开发
https://quote.eastmoney.com/unify/r/0.300492,300492,华图山鼎,工程咨询服务
https://quote.eastmoney.com/unify/r/0.001337,1337,四川黄金,贵金属
https://quote.eastmoney.com/unify/r/0.002926,2926,华西证券,证券
https://quote.eastmoney.com/unify/r/1.688297,688297,中无人机,航天航空
https://quote.eastmoney.com/unify/r/0.000757,757,浩物股份,汽车服务
https://quote.eastmoney.com/unify/r/0.001288,1288,运机集团,工程机械
https://quote.eastmoney.com/unify/r/0.002818,2818,富森美,商业百货
https://quote.eastmoney.com/unify/r/1.600828,600828,茂业商业,商业百货
https://quote.eastmoney.com/unify/r/0.300780,300780,德恩精工,通用设备
https://quote.eastmoney.com/unify/r/0.002240,2240,盛新锂能,能源金属
https://quote.eastmoney.com/unify/r/1.601107,601107,四川成渝,铁路公路
https://quote.eastmoney.com/unify/r/1.603077,603077,和邦生物,化学原料
https://quote.eastmoney.com/unify/r/0.300370,300370,安控科技,仪器仪表
https://quote.eastmoney.com/unify/r/1.601399,601399,国机重装,专用设备
https://quote.eastmoney.com/unify/r/1.603809,603809,豪能股份,汽车零部件
https://quote.eastmoney.com/unify/r/0.300467,300467,迅游科技,游戏
https://quote.eastmoney.com/unify/r/0.301172,301172,君逸数码,软件开发
https://quote.eastmoney.com/unify/r/1.600109,600109,国金证券,证券
https://quote.eastmoney.com/unify/r/1.603261,603261,立航科技,航天航空
https://quote.eastmoney.com/unify/r/1.600678,600678,四川金顶,水泥建材
https://quote.eastmoney.com/unify/r/0.300127,300127,银河磁体,小金属
https://quote.eastmoney.com/unify/r/0.002777,2777,久远银海,互联网服务
https://quote.eastmoney.com/unify/r/0.002366,2366,融发核电,电源设备
https://quote.eastmoney.com/unify/r/0.300092,300092,科新机电,通用设备
https://quote.eastmoney.com/unify/r/0.002935,2935,天奥电子,通信设备
https://quote.eastmoney.com/unify/r/1.600131,600131,国网信通,互联网服务
https://quote.eastmoney.com/unify/r/1.600353,600353,旭光电子,电子元件
https://quote.eastmoney.com/unify/r/0.002253,2253,川大智胜,软件开发
https://quote.eastmoney.com/unify/r/0.000628,628,高新发展,工程建设
https://quote.eastmoney.com/unify/r/1.603679,603679,华体科技,光学光电子
https://quote.eastmoney.com/unify/r/0.002268,2268,电科网安,软件开发
https://quote.eastmoney.com/unify/r/1.600644,600644,乐山电力,电力行业
https://quote.eastmoney.com/unify/r/1.603327,603327,福蓉科技,消费电子
https://quote.eastmoney.com/unify/r/0.002246,2246,北化股份,化学制品
https://quote.eastmoney.com/unify/r/1.688311,688311,盟升电子,通信设备
https://quote.eastmoney.com/unify/r/0.000629,629,钒钛股份,钢铁行业
https://quote.eastmoney.com/unify/r/0.002977,2977,天箭科技,通信设备
https://quote.eastmoney.com/unify/r/1.600839,600839,四川长虹,家电行业
https://quote.eastmoney.com/unify/r/0.301233,301233,盛帮股份,橡胶制品
https://quote.eastmoney.com/unify/r/1.688629,688629,华丰科技,电子元件
https://quote.eastmoney.com/unify/r/1.688117,688117,圣诺生物,化学制药
https://quote.eastmoney.com/unify/r/0.002023,2023,海特高新,航天航空
https://quote.eastmoney.com/unify/r/1.688511,688511,天微电子,电子元件
https://quote.eastmoney.com/unify/r/1.600979,600979,广安爱众,电力行业
https://quote.eastmoney.com/unify/r/1.688506,688506,百利天恒...,生物制品
https://quote.eastmoney.com/unify/r/0.000888,888,峨眉山Ａ,旅游酒店
https://quote.eastmoney.com/unify/r/0.002773,2773,康弘药业,化学制药
https://quote.eastmoney.com/unify/r/1.600674,600674,川投能源,电力行业
https://quote.eastmoney.com/unify/r/1.600392,600392,XD盛和资,小金属
https://quote.eastmoney.com/unify/r/0.000801,801,四川九洲,家电行业
https://quote.eastmoney.com/unify/r/0.300696,300696,爱乐达,航天航空
https://quote.eastmoney.com/unify/r/1.600505,600505,西昌电力,电力行业
https://quote.eastmoney.com/unify/r/1.600702,600702,舍得酒业,酿酒行业
https://quote.eastmoney.com/unify/r/1.600875,600875,东方电气,电源设备
https://quote.eastmoney.com/unify/r/0.002422,2422,科伦药业,化学制药
https://quote.eastmoney.com/unify/r/0.300678,300678,中科信息,互联网服务
https://quote.eastmoney.com/unify/r/0.300502,300502,新易盛,通信设备
https://quote.eastmoney.com/unify/r/1.600101,600101,明星电力,电力行业
https://quote.eastmoney.com/unify/r/1.600438,600438,通威股份,光伏设备
